,GO:0016684,GO:0070728,GO:0003723,GO:0003735,GO:0005515,GO:0051082,GO:0004842,GO:0016740,GO:0061630,GO:0061631,GO:0000976,GO:0000978,GO:0003676,GO:0003677,GO:0008270,GO:0046872,GO:0000166,GO:0001664,GO:0003924,GO:0005525,GO:0019001,GO:0031683,GO:0003674,GO:0003824,GO:0004497,GO:0004504,GO:0005507,GO:0016491,GO:0016715,GO:0008061,GO:0004672,GO:0004674,GO:0004693,GO:0005524,GO:0008353,GO:0016301,GO:0000049,GO:0003743,GO:0008168,GO:0018024,GO:0031151,GO:0004708,GO:0004713,GO:0097110,GO:0004521,GO:0005328,GO:0005335,GO:0015293,GO:0051378,GO:0030515,GO:0004222,GO:0008233,GO:0008237,GO:0016787,GO:0070273,GO:0004721,GO:0004722,GO:0004724,GO:0004741,GO:0008137,GO:0016651,GO:0001653,GO:0004383,GO:0016829,GO:0032183,GO:0070577,GO:0017049,GO:0072518,GO:0005509,GO:0008307,GO:0030234,GO:0031013,GO:0019843,GO:0043024,GO:0044877,GO:0003779,GO:0005198,GO:0008092,GO:0008093,GO:0046933,GO:0005096,GO:0017137,GO:0019905,GO:0045159,GO:0001671,GO:0051087,GO:0030544,GO:0031625,GO:0034450,GO:0003697,GO:0003899,GO:0004594,GO:0004725,GO:0004619,GO:0016853,GO:0030145,GO:0046537,GO:0008289,GO:0004812,GO:0004816,GO:0016874,GO:0000977,GO:0003700,GO:0003707,GO:0043565,GO:0005243,GO:0055077,GO:0005516,GO:0017075,GO:0019992,GO:0002161,GO:0004823,GO:0016907,GO:0019901,GO:0043495,GO:0004571,GO:0016798,GO:0003954,GO:0008134,GO:0008138,GO:0003725,GO:0003726,GO:0003729,GO:0004000,GO:0008251,GO:0004611,GO:0004613,GO:0017076,GO:0009055,GO:0020037,GO:0045153,GO:0031369,GO:0003774,GO:0003777,GO:0008569,GO:0045505,GO:0051959,GO:0017056,GO:0042803,GO:0003730,GO:0019899,GO:0070878,GO:0070883,GO:1990715,GO:0004784,GO:0004449,GO:0016616,GO:0015078,GO:0140223,GO:0042393,GO:0042802,GO:0003746,GO:0043022,GO:0016779,GO:0032549,GO:0032794,GO:0097602,GO:0042578,GO:0043812,GO:0004197,GO:0004843,GO:0008234,GO:0043621,GO:0004484,GO:0004651,GO:0004129,GO:0004879,GO:0001085,GO:0046983,GO:0000981,GO:0001225,GO:0000987,GO:0042826,GO:0008022,GO:0008143,GO:0008266,GO:0004550,GO:0070180,GO:0004525,GO:0003724,GO:0004386,GO:0004176,GO:0004252,GO:0008236,GO:0016887,GO:0008013,GO:0017151,GO:0033613,GO:0071889,GO:1990381,GO:0004860,GO:1905538,GO:0003690,GO:0008320,GO:0030943,GO:0003906,GO:0004518,GO:0004527,GO:0004528,GO:0008081,GO:0008311,GO:0140078,GO:1990837,GO:1990841,GO:0004709,GO:0043531,GO:1903981,GO:0004347,GO:0048029,GO:0003756,GO:0015035,GO:0016671,GO:0042284,GO:0008536,GO:0004175,GO:0004298,GO:0004758,GO:0016746,GO:0030170,GO:0010314,GO:0008757,GO:0009383,GO:0003727,GO:0016892,GO:0035198,GO:0070551,GO:0003842,GO:0016620,GO:0022857,GO:0061578,GO:0070628,GO:0001096,GO:0016251,GO:0004714,GO:0005003,GO:0005005,GO:0019904,GO:0004322,GO:0008198,GO:0008199,GO:0034986,GO:0051537,GO:0042799,GO:0050811,GO:0019902,GO:0003951,GO:0004143,GO:0003682,GO:0003714,GO:0016209,GO:0003712,GO:0070063,GO:0004123,GO:0016846,GO:0044540,GO:0080146,GO:0003985,GO:0003988,GO:0016747,GO:0003857,GO:0004300,GO:0016508,GO:0044594,GO:0031072,GO:0044183,GO:0051787,GO:0003684,GO:0043047,GO:0015297,GO:0015299,GO:0015385,GO:0015386,GO:0070840,GO:0004540,GO:0005085,GO:0000268,GO:0005052,GO:0005006,GO:0016405,GO:0008017,GO:0004683,GO:0009931,GO:0031593,GO:0008408,GO:0005200,GO:0010181,GO:0051287,GO:0051536,GO:0051539,GO:0004408,GO:0046961,GO:0051117,GO:0005381,GO:0016303,GO:0035004,GO:0035005,GO:0052742,GO:0004829,GO:0042800,GO:0003678,GO:0003688,GO:0017116,GO:0043138,GO:0019166,GO:0008121,GO:0043130,GO:0046332,GO:0005521,GO:0031490,GO:0004888,GO:0005216,GO:0005230,GO:0022848,GO:0030594,GO:0032452,GO:0032454,GO:0051213,GO:0051864,GO:0042054,GO:0005201,GO:0000993,GO:0005178,GO:0030674,GO:0005125,GO:0005160,GO:0008083,GO:0051015,GO:0004930,GO:0004993,GO:0005009,GO:0017046,GO:0042169,GO:0043560,GO:0051425,GO:0019003,GO:0004438,GO:0016312,GO:0019903,GO:0034594,GO:0052629,GO:0009378,GO:0004748,GO:0044390,GO:0004707,GO:0030332,GO:0004601,GO:0008379,GO:0051920,GO:0035612,GO:0060090,GO:0004814,GO:0005519,GO:0016929,GO:0004652,GO:0050265,GO:0052381,GO:0051879,GO:0008682,GO:0016709,GO:0017048,GO:0003860,GO:0004675,GO:0017002,GO:0036122,GO:0038023,GO:0048185,GO:0004865,GO:0008597,GO:0030346,GO:0003713,GO:0035257,GO:0004833,GO:0004496,GO:0034237,GO:0030060,GO:0004467,GO:0048027,GO:0070181,GO:0031491,GO:0000995,GO:0003680,GO:0042162,GO:0045182,GO:0015464,GO:0003994,GO:0047780,GO:0016538,GO:0061575,GO:0004519,GO:0004530,GO:0016891,GO:0005244,GO:0005245,GO:0005246,GO:0005262,GO:0046974,GO:0008112,GO:0008170,GO:0005484,GO:0035064,GO:0005222,GO:0005223,GO:0005249,GO:0030553,GO:0004402,GO:0015137,GO:0015141,GO:0015362,GO:0032051,GO:0005388,GO:0008553,GO:0035613,GO:0003887,GO:0019103,GO:0004535,GO:0000035,GO:0000036,GO:0050660,GO:0005506,GO:0050479,GO:0000149,GO:0042302,GO:0000340,GO:0000341,GO:0005375,GO:0019829,GO:0043682,GO:0005347,GO:0003983,GO:0070569,GO:0004697,GO:0004698,GO:0031435,GO:0005024,GO:0016361,GO:0008936,GO:0005114,GO:0034713,GO:0008117,GO:0016831,GO:0000175,GO:0016314,GO:0004767,GO:0061750,GO:0019776,GO:0017112,GO:0004692,GO:0004663,GO:0008318,GO:0008574,GO:0004801,GO:0004591,GO:0016624,GO:0030976,GO:0004831,GO:0015450,GO:0009922,GO:0102336,GO:0102337,GO:0102338,GO:0102756,GO:0031624,GO:0004478,GO:0004729,GO:0008767,GO:0003997,GO:0005504,GO:0016402,GO:0016627,GO:0071949,GO:0035375,GO:0043027,GO:0089720,GO:0097153,GO:0097199,GO:0097200,GO:0004705,GO:0046589,GO:0005220,GO:0017022,GO:0035091,GO:0070679,GO:0004553,GO:0008422,GO:0016679,GO:0043014,GO:0000062,GO:0017099,GO:0016410,GO:0050291,GO:0030619,GO:0030627,GO:0030295,GO:0004450,GO:0004768,GO:0005471,GO:0005080,GO:0004802,GO:0001228,GO:0070411,GO:0002039,GO:0017136,GO:0019213,GO:0070403,GO:0005179,GO:0033192,GO:0004499,GO:0050661,GO:0008890,GO:0034647,GO:0034648,GO:0005154,GO:0008641,GO:0019778,GO:0019779,GO:0005315,GO:0003796,GO:0004825,GO:0005088,GO:0017034,GO:0043274,GO:0004352,GO:0016639,GO:0004849,GO:0005324,GO:0008094,GO:0005546,GO:0030246,GO:0008656,GO:0004439,GO:0043813,GO:0004854,GO:0004855,GO:0004148,GO:0005092,GO:0005093,GO:0004819,GO:0004435,GO:0035197,GO:0005102,GO:0004364,GO:0001103,GO:0004719,GO:0045503,GO:0016615,GO:0004806,GO:0016788,GO:0031752,GO:0016717,GO:0005483,GO:0032266,GO:0080025,GO:0031849,GO:0046982,GO:0098770,GO:0005547,GO:0016705,GO:0031418,GO:0031543,GO:0031545,GO:0004736,GO:0009374,GO:0017025,GO:0036402,GO:0004090,GO:0044105,GO:0050038,GO:0005391,GO:0008556,GO:0034246,GO:0004742,GO:0030523,GO:0034604,GO:0019894,GO:0004111,GO:0016772,GO:0008442,GO:0016504,GO:0030414,GO:0030165,GO:0004365,GO:0005319,GO:0045735,GO:0005094,GO:0048365,GO:0004983,GO:0008188,GO:0008241,GO:0008201,GO:0046914,GO:0003785,GO:0008545,GO:0000033,GO:0004378,GO:0030429,GO:0008746,GO:0008395,GO:0016712,GO:0047749,GO:0035673,GO:0071916,GO:0045294,GO:0045296,GO:0061629,GO:0044325,GO:0004382,GO:0017110,GO:0045134,GO:1990239,GO:0071558,GO:0004520,GO:0004531,GO:0004122,GO:0004124,GO:0030159,GO:1902051,GO:1902052,GO:0001102,GO:0030274,GO:0005159,GO:0004084,GO:0008483,GO:0052654,GO:0052655,GO:0052656,GO:0031681,GO:0070016,GO:0003691,GO:0008301,GO:0004838,GO:0042626,GO:0048038,GO:0008374,GO:0034736,GO:0003990,GO:0004104,GO:0052689,GO:0043176,GO:0004679,GO:0016208,GO:0019887,GO:0008120,GO:0016757,GO:0102769,GO:0047429,GO:0005337,GO:0000339,GO:0015179,GO:0008519,GO:0008028,GO:0008517,GO:0015230,GO:0008146,GO:0047756,GO:0017128,GO:0008528,GO:0016263,GO:0036041,GO:0005355,GO:0016409,GO:0005158,GO:0005459,GO:0015165,GO:0008330,GO:0017017,GO:0051019,GO:0008140,GO:0015171,GO:0000104,GO:0016791,GO:0042132,GO:0003950,GO:1990404,GO:0071532,GO:0003916,GO:0003917,GO:0010997,GO:0097027,GO:1990757,GO:0008047,GO:0004605,GO:0015174,GO:0015181,GO:0015189,GO:0005544,GO:0008511,GO:0015081,GO:0015377,GO:0015378,GO:0015379,GO:0030971,GO:0031434
GO:0016684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0070728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0003723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0003735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0005515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0051082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
